"pattern","sequence","blockID","blockSize","allocation"
3,479,147,6,"colistin"
3,480,147,6,"saline"
3,481,148,6,"saline"
3,482,148,6,"colistin"
3,483,148,6,"colistin"
3,484,148,6,"saline"
3,485,148,6,"colistin"
3,486,148,6,"saline"
3,487,149,2,"colistin"
3,488,149,2,"saline"
3,489,150,6,"saline"
3,490,150,6,"saline"
3,491,150,6,"saline"
3,492,150,6,"colistin"
3,493,150,6,"colistin"
3,494,150,6,"colistin"
3,495,151,2,"saline"
3,496,151,2,"colistin"
3,497,152,2,"colistin"
3,498,152,2,"saline"
3,499,153,2,"saline"
3,500,153,2,"colistin"
3,501,154,6,"saline"
3,502,154,6,"saline"
3,503,154,6,"colistin"
3,504,154,6,"colistin"
3,505,154,6,"saline"
3,506,154,6,"colistin"
3,507,155,2,"saline"
3,508,155,2,"colistin"
3,509,156,2,"colistin"
3,510,156,2,"saline"
3,511,157,2,"saline"
3,512,157,2,"colistin"
3,513,158,2,"colistin"
3,514,158,2,"saline"
3,515,159,4,"saline"
3,516,159,4,"colistin"
3,517,159,4,"saline"
3,518,159,4,"colistin"
3,519,160,2,"colistin"
3,520,160,2,"saline"
3,521,161,6,"saline"
3,522,161,6,"saline"
3,523,161,6,"colistin"
3,524,161,6,"saline"
3,525,161,6,"colistin"
3,526,161,6,"colistin"
3,527,162,2,"colistin"
3,528,162,2,"saline"
3,529,163,2,"colistin"
3,530,163,2,"saline"
3,531,164,2,"saline"
3,532,164,2,"colistin"
3,533,165,4,"saline"
3,534,165,4,"colistin"
3,535,165,4,"colistin"
3,536,165,4,"saline"
3,537,166,4,"colistin"
3,538,166,4,"saline"
3,539,166,4,"saline"
3,540,166,4,"colistin"
3,541,167,4,"saline"
3,542,167,4,"colistin"
3,543,167,4,"colistin"
3,544,167,4,"saline"
3,545,168,2,"saline"
3,546,168,2,"colistin"
3,547,169,2,"colistin"
3,548,169,2,"saline"
3,549,170,6,"saline"
3,550,170,6,"colistin"
3,551,170,6,"saline"
3,552,170,6,"colistin"
3,553,170,6,"saline"
3,554,170,6,"colistin"
3,555,171,4,"saline"
3,556,171,4,"saline"
3,557,171,4,"colistin"
3,558,171,4,"colistin"
3,559,172,6,"colistin"
3,560,172,6,"saline"
3,561,172,6,"colistin"
3,562,172,6,"colistin"
3,563,172,6,"saline"
3,564,172,6,"saline"
3,565,173,2,"saline"
3,566,173,2,"colistin"
3,567,174,2,"saline"
3,568,174,2,"colistin"
3,569,175,4,"saline"
3,570,175,4,"colistin"
3,571,175,4,"saline"
3,572,175,4,"colistin"
3,573,176,2,"saline"
3,574,176,2,"colistin"
3,575,177,4,"colistin"
3,576,177,4,"saline"
3,577,177,4,"colistin"
3,578,177,4,"saline"
3,579,178,4,"colistin"
3,580,178,4,"colistin"
3,581,178,4,"saline"
3,582,178,4,"saline"
3,583,179,4,"colistin"
3,584,179,4,"saline"
3,585,179,4,"saline"
3,586,179,4,"colistin"
3,587,180,2,"colistin"
3,588,180,2,"saline"
3,589,181,6,"colistin"
3,590,181,6,"saline"
3,591,181,6,"saline"
3,592,181,6,"saline"
3,593,181,6,"colistin"
3,594,181,6,"colistin"
3,595,182,2,"saline"
3,596,182,2,"colistin"
3,597,183,2,"saline"
3,598,183,2,"colistin"
3,599,184,4,"saline"
3,600,184,4,"colistin"
3,601,184,4,"colistin"
3,602,184,4,"saline"
3,603,185,2,"saline"
3,604,185,2,"colistin"
3,605,186,6,"colistin"
3,606,186,6,"saline"
3,607,186,6,"saline"
3,608,186,6,"colistin"
3,609,186,6,"saline"
3,610,186,6,"colistin"
3,611,187,2,"saline"
3,612,187,2,"colistin"
3,613,188,2,"colistin"
3,614,188,2,"saline"
3,615,189,2,"colistin"
3,616,189,2,"saline"
3,617,190,4,"colistin"
3,618,190,4,"colistin"
3,619,190,4,"saline"
3,620,190,4,"saline"
3,621,191,4,"colistin"
3,622,191,4,"saline"
3,623,191,4,"colistin"
3,624,191,4,"saline"
3,625,192,2,"colistin"
3,626,192,2,"saline"
3,627,193,4,"colistin"
3,628,193,4,"saline"
3,629,193,4,"saline"
3,630,193,4,"colistin"
3,631,194,2,"colistin"
3,632,194,2,"saline"
3,633,195,2,"saline"
3,634,195,2,"colistin"
3,635,196,2,"colistin"
3,636,196,2,"saline"
3,637,197,2,"saline"
3,638,197,2,"colistin"
3,639,198,2,"colistin"
3,640,198,2,"saline"
3,641,199,4,"colistin"
3,642,199,4,"saline"
3,643,199,4,"colistin"
3,644,199,4,"saline"
3,645,200,2,"saline"
3,646,200,2,"colistin"
3,647,201,2,"colistin"
3,648,201,2,"saline"
3,649,202,4,"colistin"
3,650,202,4,"saline"
3,651,202,4,"colistin"
3,652,202,4,"saline"
3,653,203,2,"colistin"
3,654,203,2,"saline"
3,655,204,4,"saline"
3,656,204,4,"saline"
3,657,204,4,"colistin"
3,658,204,4,"colistin"
3,659,205,2,"saline"
3,660,205,2,"colistin"
3,661,206,4,"saline"
3,662,206,4,"colistin"
3,663,206,4,"saline"
3,664,206,4,"colistin"
3,665,207,2,"saline"
3,666,207,2,"colistin"
3,667,208,4,"colistin"
3,668,208,4,"colistin"
3,669,208,4,"saline"
3,670,208,4,"saline"
3,671,209,6,"colistin"
3,672,209,6,"saline"
3,673,209,6,"saline"
3,674,209,6,"saline"
3,675,209,6,"colistin"
3,676,209,6,"colistin"
3,677,210,2,"colistin"
3,678,210,2,"saline"
3,679,211,4,"saline"
3,680,211,4,"colistin"
3,681,211,4,"saline"
3,682,211,4,"colistin"
3,683,212,2,"saline"
3,684,212,2,"colistin"
3,685,213,6,"saline"
3,686,213,6,"colistin"
3,687,213,6,"colistin"
3,688,213,6,"saline"
3,689,213,6,"saline"
3,690,213,6,"colistin"
3,691,214,4,"saline"
3,692,214,4,"colistin"
3,693,214,4,"saline"
3,694,214,4,"colistin"
3,695,215,4,"saline"
3,696,215,4,"saline"
3,697,215,4,"colistin"
3,698,215,4,"colistin"
3,699,216,6,"colistin"
3,700,216,6,"colistin"
3,701,216,6,"colistin"
3,702,216,6,"saline"
3,703,216,6,"saline"
3,704,216,6,"saline"
3,705,217,2,"colistin"
3,706,217,2,"saline"
3,707,218,2,"saline"
3,708,218,2,"colistin"
3,709,219,4,"saline"
3,710,219,4,"colistin"
3,711,219,4,"saline"
3,712,219,4,"colistin"
3,713,220,2,"saline"
3,714,220,2,"colistin"
3,715,221,2,"saline"
3,716,221,2,"colistin"
3,717,222,2,"colistin"
3,718,222,2,"saline"
3,719,223,4,"saline"
3,720,223,4,"colistin"
3,721,223,4,"saline"
3,722,223,4,"colistin"
3,723,224,2,"saline"
3,724,224,2,"colistin"
3,725,225,6,"colistin"
3,726,225,6,"saline"
3,727,225,6,"colistin"
3,728,225,6,"saline"
3,729,225,6,"saline"
3,730,225,6,"colistin"
3,731,226,4,"colistin"
3,732,226,4,"saline"
3,733,226,4,"colistin"
3,734,226,4,"saline"
3,735,227,2,"colistin"
3,736,227,2,"saline"
3,737,228,4,"colistin"
3,738,228,4,"saline"
3,739,228,4,"colistin"
3,740,228,4,"saline"
3,741,229,6,"colistin"
3,742,229,6,"saline"
3,743,229,6,"colistin"
3,744,229,6,"colistin"
3,745,229,6,"saline"
3,746,229,6,"saline"
3,747,230,2,"colistin"
3,748,230,2,"saline"
3,749,231,2,"colistin"
3,750,231,2,"saline"
3,751,232,2,"colistin"
3,752,232,2,"saline"
3,753,233,4,"saline"
3,754,233,4,"colistin"
3,755,233,4,"saline"
3,756,233,4,"colistin"
3,757,234,4,"saline"
3,758,234,4,"colistin"
3,759,234,4,"saline"
3,760,234,4,"colistin"
3,761,235,4,"saline"
3,762,235,4,"colistin"
3,763,235,4,"colistin"
3,764,235,4,"saline"
3,765,236,2,"colistin"
3,766,236,2,"saline"
3,767,237,2,"saline"
3,768,237,2,"colistin"
3,769,238,4,"colistin"
3,770,238,4,"colistin"
3,771,238,4,"saline"
3,772,238,4,"saline"
3,773,239,4,"saline"
3,774,239,4,"colistin"
3,775,239,4,"colistin"
3,776,239,4,"saline"
3,777,240,2,"colistin"
3,778,240,2,"saline"
3,779,241,6,"colistin"
3,780,241,6,"colistin"
3,781,241,6,"saline"
3,782,241,6,"saline"
3,783,241,6,"colistin"
3,784,241,6,"saline"
3,785,242,6,"saline"
3,786,242,6,"colistin"
3,787,242,6,"saline"
3,788,242,6,"colistin"
3,789,242,6,"colistin"
3,790,242,6,"saline"
3,791,243,2,"saline"
3,792,243,2,"colistin"
3,793,244,4,"saline"
3,794,244,4,"colistin"
3,795,244,4,"saline"
3,796,244,4,"colistin"
3,797,245,6,"saline"
3,798,245,6,"saline"
3,799,245,6,"colistin"
3,800,245,6,"saline"
3,801,245,6,"colistin"
3,802,245,6,"colistin"
3,803,246,4,"saline"
3,804,246,4,"colistin"
3,805,246,4,"colistin"
3,806,246,4,"saline"
3,807,247,2,"saline"
3,808,247,2,"colistin"
3,809,248,2,"saline"
3,810,248,2,"colistin"
3,811,249,4,"saline"
3,812,249,4,"colistin"
3,813,249,4,"saline"
3,814,249,4,"colistin"
3,815,250,2,"colistin"
3,816,250,2,"saline"
3,817,251,4,"saline"
3,818,251,4,"colistin"
3,819,251,4,"saline"
3,820,251,4,"colistin"
3,821,252,4,"colistin"
3,822,252,4,"saline"
3,823,252,4,"colistin"
3,824,252,4,"saline"
3,825,253,4,"saline"
3,826,253,4,"saline"
3,827,253,4,"colistin"
3,828,253,4,"colistin"
3,829,254,2,"colistin"
3,830,254,2,"saline"
3,831,255,2,"saline"
3,832,255,2,"colistin"
3,833,256,2,"saline"
3,834,256,2,"colistin"
3,835,257,2,"colistin"
3,836,257,2,"saline"
3,837,258,2,"saline"
3,838,258,2,"colistin"
3,839,259,4,"saline"
3,840,259,4,"colistin"
3,841,259,4,"saline"
3,842,259,4,"colistin"
3,843,260,2,"colistin"
3,844,260,2,"saline"
3,845,261,2,"saline"
3,846,261,2,"colistin"
3,847,262,4,"colistin"
3,848,262,4,"saline"
3,849,262,4,"colistin"
3,850,262,4,"saline"
3,851,263,2,"saline"
3,852,263,2,"colistin"
3,853,264,2,"saline"
3,854,264,2,"colistin"
3,855,265,4,"saline"
3,856,265,4,"colistin"
3,857,265,4,"saline"
3,858,265,4,"colistin"
3,859,266,2,"colistin"
3,860,266,2,"saline"
3,861,267,2,"colistin"
3,862,267,2,"saline"
3,863,268,4,"colistin"
3,864,268,4,"saline"
3,865,268,4,"colistin"
3,866,268,4,"saline"
3,867,269,2,"colistin"
3,868,269,2,"saline"
3,869,270,2,"colistin"
3,870,270,2,"saline"
3,871,271,2,"saline"
3,872,271,2,"colistin"
3,873,272,4,"colistin"
3,874,272,4,"saline"
3,875,272,4,"colistin"
3,876,272,4,"saline"
3,877,273,2,"colistin"
3,878,273,2,"saline"
3,879,274,2,"colistin"
3,880,274,2,"saline"
3,881,275,4,"colistin"
3,882,275,4,"saline"
3,883,275,4,"saline"
3,884,275,4,"colistin"
3,885,276,4,"saline"
3,886,276,4,"colistin"
3,887,276,4,"saline"
3,888,276,4,"colistin"
3,889,277,2,"colistin"
3,890,277,2,"saline"
3,891,278,4,"saline"
3,892,278,4,"colistin"
3,893,278,4,"colistin"
3,894,278,4,"saline"
3,895,279,2,"saline"
3,896,279,2,"colistin"
3,897,280,4,"colistin"
3,898,280,4,"saline"
3,899,280,4,"saline"
3,900,280,4,"colistin"
3,901,281,6,"colistin"
3,902,281,6,"saline"
3,903,281,6,"saline"
3,904,281,6,"colistin"
3,905,281,6,"colistin"
3,906,281,6,"saline"
3,907,282,2,"colistin"
3,908,282,2,"saline"
3,909,283,6,"saline"
3,910,283,6,"colistin"
3,911,283,6,"colistin"
3,912,283,6,"saline"
3,913,283,6,"colistin"
3,914,283,6,"saline"
3,915,284,4,"colistin"
3,916,284,4,"saline"
3,917,284,4,"saline"
3,918,284,4,"colistin"
3,919,285,4,"colistin"
3,920,285,4,"colistin"
3,921,285,4,"saline"
3,922,285,4,"saline"
3,923,286,2,"saline"
3,924,286,2,"colistin"
3,925,287,2,"colistin"
3,926,287,2,"saline"
3,927,288,4,"colistin"
3,928,288,4,"saline"
3,929,288,4,"saline"
3,930,288,4,"colistin"
3,931,289,2,"saline"
3,932,289,2,"colistin"
3,933,290,2,"saline"
3,934,290,2,"colistin"
3,935,291,2,"colistin"
3,936,291,2,"saline"
3,937,292,6,"saline"
3,938,292,6,"saline"
3,939,292,6,"colistin"
3,940,292,6,"saline"
3,941,292,6,"colistin"
3,942,292,6,"colistin"
3,943,293,6,"colistin"
3,944,293,6,"saline"
3,945,293,6,"colistin"
3,946,293,6,"saline"
3,947,293,6,"colistin"
3,948,293,6,"saline"
3,949,294,2,"colistin"
3,950,294,2,"saline"
3,951,295,2,"colistin"
3,952,295,2,"saline"
3,953,296,2,"saline"
3,954,296,2,"colistin"
3,955,297,2,"colistin"
3,956,297,2,"saline"
3,957,298,2,"colistin"
3,958,298,2,"saline"
3,959,299,2,"saline"
3,960,299,2,"colistin"
3,961,300,2,"saline"
3,962,300,2,"colistin"
3,963,301,2,"colistin"
3,964,301,2,"saline"
3,965,302,2,"colistin"
3,966,302,2,"saline"
3,967,303,2,"colistin"
3,968,303,2,"saline"
3,969,304,2,"colistin"
3,970,304,2,"saline"
3,971,305,4,"saline"
3,972,305,4,"colistin"
3,973,305,4,"colistin"
3,974,305,4,"saline"
3,975,306,2,"colistin"
3,976,306,2,"saline"
3,977,307,6,"colistin"
3,978,307,6,"colistin"
3,979,307,6,"saline"
3,980,307,6,"colistin"
3,981,307,6,"saline"
3,982,307,6,"saline"
3,983,308,4,"colistin"
3,984,308,4,"saline"
3,985,308,4,"saline"
3,986,308,4,"colistin"
3,987,309,2,"colistin"
3,988,309,2,"saline"
3,989,310,2,"saline"
3,990,310,2,"colistin"
3,991,311,2,"colistin"
3,992,311,2,"saline"
3,993,312,2,"saline"
3,994,312,2,"colistin"
3,995,313,2,"saline"
3,996,313,2,"colistin"
3,997,314,6,"saline"
3,998,314,6,"saline"
3,999,314,6,"colistin"
3,1000,314,6,"colistin"
3,1001,314,6,"colistin"
3,1002,314,6,"saline"
3,1003,315,4,"saline"
3,1004,315,4,"colistin"
3,1005,315,4,"saline"
3,1006,315,4,"colistin"
3,1007,316,4,"colistin"
3,1008,316,4,"saline"
3,1009,316,4,"colistin"
3,1010,316,4,"saline"
3,1011,317,6,"colistin"
3,1012,317,6,"saline"
3,1013,317,6,"colistin"
3,1014,317,6,"saline"
3,1015,317,6,"colistin"
3,1016,317,6,"saline"
3,1017,318,2,"saline"
3,1018,318,2,"colistin"
3,1019,319,4,"colistin"
3,1020,319,4,"saline"
3,1021,319,4,"colistin"
3,1022,319,4,"saline"
3,1023,320,6,"saline"
3,1024,320,6,"saline"
3,1025,320,6,"colistin"
3,1026,320,6,"colistin"
3,1027,320,6,"saline"
3,1028,320,6,"colistin"
3,1029,321,2,"saline"
3,1030,321,2,"colistin"
3,1031,322,6,"saline"
3,1032,322,6,"colistin"
3,1033,322,6,"colistin"
3,1034,322,6,"saline"
3,1035,322,6,"colistin"
3,1036,322,6,"saline"
3,1037,323,2,"colistin"
3,1038,323,2,"saline"
3,1039,324,4,"colistin"
3,1040,324,4,"saline"
3,1041,324,4,"colistin"
3,1042,324,4,"saline"
3,1043,325,4,"saline"
3,1044,325,4,"saline"
3,1045,325,4,"colistin"
3,1046,325,4,"colistin"
3,1047,326,4,"saline"
3,1048,326,4,"colistin"
3,1049,326,4,"saline"
3,1050,326,4,"colistin"
3,1051,327,2,"saline"
3,1052,327,2,"colistin"
3,1053,328,2,"saline"
3,1054,328,2,"colistin"
3,1055,329,6,"saline"
3,1056,329,6,"saline"
3,1057,329,6,"saline"
3,1058,329,6,"colistin"
3,1059,329,6,"colistin"
3,1060,329,6,"colistin"
3,1061,330,2,"saline"
3,1062,330,2,"colistin"
3,1063,331,6,"colistin"
3,1064,331,6,"colistin"
3,1065,331,6,"colistin"
3,1066,331,6,"saline"
3,1067,331,6,"saline"
3,1068,331,6,"saline"
3,1069,332,4,"saline"
3,1070,332,4,"colistin"
3,1071,332,4,"saline"
3,1072,332,4,"colistin"
3,1073,333,2,"saline"
3,1074,333,2,"colistin"
3,1075,334,2,"saline"
3,1076,334,2,"colistin"
3,1077,335,6,"colistin"
3,1078,335,6,"colistin"
3,1079,335,6,"colistin"
3,1080,335,6,"saline"
3,1081,335,6,"saline"
3,1082,335,6,"saline"
3,1083,336,2,"saline"
3,1084,336,2,"colistin"
3,1085,337,2,"colistin"
3,1086,337,2,"saline"
3,1087,338,4,"saline"
3,1088,338,4,"colistin"
3,1089,338,4,"saline"
3,1090,338,4,"colistin"
3,1091,339,2,"colistin"
3,1092,339,2,"saline"
3,1093,340,6,"saline"
3,1094,340,6,"colistin"
3,1095,340,6,"saline"
3,1096,340,6,"colistin"
3,1097,340,6,"saline"
3,1098,340,6,"colistin"
3,1099,341,4,"saline"
3,1100,341,4,"colistin"
3,1101,341,4,"saline"
3,1102,341,4,"colistin"
3,1103,342,2,"colistin"
3,1104,342,2,"saline"
3,1105,343,4,"saline"
3,1106,343,4,"colistin"
3,1107,343,4,"saline"
3,1108,343,4,"colistin"
3,1109,344,6,"colistin"
3,1110,344,6,"saline"
3,1111,344,6,"colistin"
3,1112,344,6,"saline"
3,1113,344,6,"colistin"
3,1114,344,6,"saline"
3,1115,345,2,"colistin"
3,1116,345,2,"saline"
3,1117,346,6,"saline"
3,1118,346,6,"saline"
3,1119,346,6,"saline"
3,1120,346,6,"colistin"
3,1121,346,6,"colistin"
3,1122,346,6,"colistin"
3,1123,347,2,"saline"
3,1124,347,2,"colistin"
3,1125,348,2,"saline"
3,1126,348,2,"colistin"
3,1127,349,2,"saline"
3,1128,349,2,"colistin"
3,1129,350,2,"colistin"
3,1130,350,2,"saline"
3,1131,351,4,"saline"
3,1132,351,4,"colistin"
3,1133,351,4,"colistin"
3,1134,351,4,"saline"
3,1135,352,2,"colistin"
3,1136,352,2,"saline"
3,1137,353,6,"colistin"
3,1138,353,6,"saline"
3,1139,353,6,"saline"
3,1140,353,6,"colistin"
3,1141,353,6,"colistin"
3,1142,353,6,"saline"
3,1143,354,2,"saline"
3,1144,354,2,"colistin"
3,1145,355,2,"saline"
3,1146,355,2,"colistin"
3,1147,356,6,"saline"
3,1148,356,6,"colistin"
3,1149,356,6,"saline"
3,1150,356,6,"saline"
3,1151,356,6,"colistin"
3,1152,356,6,"colistin"
3,1153,357,2,"colistin"
3,1154,357,2,"saline"
3,1155,358,6,"saline"
3,1156,358,6,"saline"
3,1157,358,6,"saline"
3,1158,358,6,"colistin"
3,1159,358,6,"colistin"
3,1160,358,6,"colistin"
3,1161,359,2,"colistin"
3,1162,359,2,"saline"
3,1163,360,4,"colistin"
3,1164,360,4,"saline"
3,1165,360,4,"colistin"
3,1166,360,4,"saline"
3,1167,361,2,"colistin"
3,1168,361,2,"saline"
3,1169,362,4,"colistin"
3,1170,362,4,"saline"
3,1171,362,4,"colistin"
3,1172,362,4,"saline"
3,1173,363,2,"saline"
3,1174,363,2,"colistin"
3,1175,364,6,"colistin"
3,1176,364,6,"saline"
3,1177,364,6,"colistin"
3,1178,364,6,"colistin"
3,1179,364,6,"saline"
3,1180,364,6,"saline"
3,1181,365,4,"saline"
3,1182,365,4,"saline"
3,1183,365,4,"colistin"
3,1184,365,4,"colistin"
3,1185,366,2,"saline"
3,1186,366,2,"colistin"
3,1187,367,4,"saline"
3,1188,367,4,"colistin"
3,1189,367,4,"colistin"
3,1190,367,4,"saline"
3,1191,368,4,"saline"
3,1192,368,4,"colistin"
3,1193,368,4,"saline"
3,1194,368,4,"colistin"
3,1195,369,6,"colistin"
3,1196,369,6,"saline"
3,1197,369,6,"saline"
3,1198,369,6,"colistin"
3,1199,369,6,"colistin"
3,1200,369,6,"saline"
3,1201,370,2,"colistin"
3,1202,370,2,"saline"
3,1203,371,4,"colistin"
3,1204,371,4,"saline"
3,1205,371,4,"colistin"
3,1206,371,4,"saline"
3,1207,372,4,"colistin"
3,1208,372,4,"saline"
3,1209,372,4,"colistin"
3,1210,372,4,"saline"
3,1211,373,2,"colistin"
3,1212,373,2,"saline"
3,1213,374,6,"colistin"
3,1214,374,6,"colistin"
3,1215,374,6,"saline"
3,1216,374,6,"colistin"
3,1217,374,6,"saline"
3,1218,374,6,"saline"
3,1219,375,2,"colistin"
3,1220,375,2,"saline"
3,1221,376,2,"colistin"
3,1222,376,2,"saline"
3,1223,377,4,"colistin"
3,1224,377,4,"saline"
3,1225,377,4,"colistin"
3,1226,377,4,"saline"
3,1227,378,4,"colistin"
3,1228,378,4,"saline"
3,1229,378,4,"colistin"
3,1230,378,4,"saline"
3,1231,379,2,"colistin"
3,1232,379,2,"saline"
3,1233,380,6,"colistin"
3,1234,380,6,"colistin"
3,1235,380,6,"colistin"
3,1236,380,6,"saline"
3,1237,380,6,"saline"
3,1238,380,6,"saline"
3,1239,381,4,"colistin"
3,1240,381,4,"saline"
3,1241,381,4,"colistin"
3,1242,381,4,"saline"
3,1243,382,4,"colistin"
3,1244,382,4,"colistin"
3,1245,382,4,"saline"
3,1246,382,4,"saline"
3,1247,383,2,"colistin"
3,1248,383,2,"saline"
3,1249,384,2,"saline"
3,1250,384,2,"colistin"
3,1251,385,4,"saline"
3,1252,385,4,"colistin"
3,1253,385,4,"saline"
3,1254,385,4,"colistin"
3,1255,386,2,"saline"
3,1256,386,2,"colistin"
3,1257,387,2,"saline"
3,1258,387,2,"colistin"
3,1259,388,4,"colistin"
3,1260,388,4,"saline"
3,1261,388,4,"colistin"
3,1262,388,4,"saline"
3,1263,389,6,"saline"
3,1264,389,6,"saline"
3,1265,389,6,"colistin"
3,1266,389,6,"colistin"
3,1267,389,6,"saline"
3,1268,389,6,"colistin"
3,1269,390,4,"colistin"
3,1270,390,4,"colistin"
3,1271,390,4,"saline"
3,1272,390,4,"saline"
3,1273,391,6,"saline"
3,1274,391,6,"colistin"
3,1275,391,6,"saline"
3,1276,391,6,"colistin"
3,1277,391,6,"saline"
3,1278,391,6,"colistin"
3,1279,392,4,"colistin"
3,1280,392,4,"colistin"
3,1281,392,4,"saline"
3,1282,392,4,"saline"
3,1283,393,2,"saline"
3,1284,393,2,"colistin"
3,1285,394,6,"colistin"
3,1286,394,6,"colistin"
3,1287,394,6,"colistin"
3,1288,394,6,"saline"
3,1289,394,6,"saline"
3,1290,394,6,"saline"
3,1291,395,4,"saline"
3,1292,395,4,"saline"
3,1293,395,4,"colistin"
3,1294,395,4,"colistin"
3,1295,396,2,"saline"
3,1296,396,2,"colistin"
3,1297,397,6,"saline"
3,1298,397,6,"saline"
3,1299,397,6,"colistin"
3,1300,397,6,"saline"
3,1301,397,6,"colistin"
3,1302,397,6,"colistin"
3,1303,398,2,"colistin"
3,1304,398,2,"saline"
3,1305,399,2,"saline"
3,1306,399,2,"colistin"
3,1307,400,4,"saline"
3,1308,400,4,"colistin"
3,1309,400,4,"saline"
3,1310,400,4,"colistin"
3,1311,401,6,"colistin"
3,1312,401,6,"saline"
3,1313,401,6,"saline"
3,1314,401,6,"colistin"
3,1315,401,6,"saline"
3,1316,401,6,"colistin"
3,1317,402,6,"colistin"
3,1318,402,6,"colistin"
3,1319,402,6,"colistin"
3,1320,402,6,"saline"
3,1321,402,6,"saline"
3,1322,402,6,"saline"
3,1323,403,4,"saline"
3,1324,403,4,"colistin"
3,1325,403,4,"saline"
3,1326,403,4,"colistin"
3,1327,404,4,"saline"
3,1328,404,4,"colistin"
3,1329,404,4,"colistin"
3,1330,404,4,"saline"
3,1331,405,2,"saline"
3,1332,405,2,"colistin"
3,1333,406,2,"saline"
3,1334,406,2,"colistin"
3,1335,407,6,"colistin"
3,1336,407,6,"colistin"
3,1337,407,6,"saline"
3,1338,407,6,"saline"
3,1339,407,6,"saline"
3,1340,407,6,"colistin"
3,1341,408,6,"saline"
3,1342,408,6,"colistin"
3,1343,408,6,"colistin"
3,1344,408,6,"colistin"
3,1345,408,6,"saline"
3,1346,408,6,"saline"
3,1347,409,2,"colistin"
3,1348,409,2,"saline"
3,1349,410,2,"saline"
3,1350,410,2,"colistin"
3,1351,411,2,"saline"
3,1352,411,2,"colistin"
3,1353,412,6,"saline"
3,1354,412,6,"colistin"
3,1355,412,6,"colistin"
3,1356,412,6,"saline"
3,1357,412,6,"saline"
3,1358,412,6,"colistin"
3,1359,413,6,"saline"
3,1360,413,6,"saline"
3,1361,413,6,"colistin"
3,1362,413,6,"colistin"
3,1363,413,6,"colistin"
3,1364,413,6,"saline"
3,1365,414,6,"colistin"
3,1366,414,6,"saline"
3,1367,414,6,"saline"
3,1368,414,6,"saline"
3,1369,414,6,"colistin"
3,1370,414,6,"colistin"
3,1371,415,2,"saline"
3,1372,415,2,"colistin"
3,1373,416,6,"colistin"
3,1374,416,6,"colistin"
3,1375,416,6,"saline"
3,1376,416,6,"saline"
3,1377,416,6,"saline"
3,1378,416,6,"colistin"
3,1379,417,2,"colistin"
3,1380,417,2,"saline"
3,1381,418,4,"saline"
3,1382,418,4,"colistin"
3,1383,418,4,"saline"
3,1384,418,4,"colistin"
3,1385,419,2,"saline"
3,1386,419,2,"colistin"
3,1387,420,2,"saline"
3,1388,420,2,"colistin"
3,1389,421,2,"saline"
3,1390,421,2,"colistin"
3,1391,422,4,"colistin"
3,1392,422,4,"saline"
3,1393,422,4,"colistin"
3,1394,422,4,"saline"
3,1395,423,2,"colistin"
3,1396,423,2,"saline"
3,1397,424,2,"saline"
3,1398,424,2,"colistin"
3,1399,425,4,"colistin"
3,1400,425,4,"colistin"
3,1401,425,4,"saline"
3,1402,425,4,"saline"
3,1403,426,2,"saline"
3,1404,426,2,"colistin"
3,1405,427,2,"saline"
3,1406,427,2,"colistin"
3,1407,428,2,"saline"
3,1408,428,2,"colistin"
3,1409,429,4,"saline"
3,1410,429,4,"colistin"
3,1411,429,4,"colistin"
3,1412,429,4,"saline"
3,1413,430,4,"saline"
3,1414,430,4,"colistin"
3,1415,430,4,"saline"
3,1416,430,4,"colistin"
3,1417,431,2,"colistin"
3,1418,431,2,"saline"
3,1419,432,6,"saline"
3,1420,432,6,"colistin"
3,1421,432,6,"saline"
3,1422,432,6,"colistin"
3,1423,432,6,"saline"
3,1424,432,6,"colistin"
3,1425,433,2,"colistin"
3,1426,433,2,"saline"
3,1427,434,2,"colistin"
3,1428,434,2,"saline"
3,1429,435,4,"colistin"
3,1430,435,4,"saline"
3,1431,435,4,"saline"
3,1432,435,4,"colistin"
3,1433,436,6,"colistin"
3,1434,436,6,"saline"
3,1435,436,6,"saline"
3,1436,436,6,"colistin"
3,1437,436,6,"colistin"
3,1438,436,6,"saline"
3,1439,437,2,"colistin"
3,1440,437,2,"saline"
3,1441,438,2,"saline"
3,1442,438,2,"colistin"
3,1443,439,2,"colistin"
3,1444,439,2,"saline"
3,1445,440,2,"colistin"
3,1446,440,2,"saline"
3,1447,441,4,"colistin"
3,1448,441,4,"saline"
3,1449,441,4,"colistin"
3,1450,441,4,"saline"
3,1451,442,4,"colistin"
3,1452,442,4,"saline"
3,1453,442,4,"saline"
3,1454,442,4,"colistin"
3,1455,443,2,"saline"
3,1456,443,2,"colistin"
3,1457,444,2,"colistin"
3,1458,444,2,"saline"
3,1459,445,4,"saline"
3,1460,445,4,"colistin"
3,1461,445,4,"saline"
3,1462,445,4,"colistin"
3,1463,446,4,"saline"
3,1464,446,4,"saline"
3,1465,446,4,"colistin"
3,1466,446,4,"colistin"
3,1467,447,4,"saline"
3,1468,447,4,"colistin"
3,1469,447,4,"saline"
3,1470,447,4,"colistin"
3,1471,448,2,"colistin"
3,1472,448,2,"saline"
3,1473,449,2,"colistin"
3,1474,449,2,"saline"
3,1475,450,4,"saline"
3,1476,450,4,"saline"
3,1477,450,4,"colistin"
